id,species,examiner
7051,Iris-setosa,Sobhan
7052,Iris-setosa,Andrej
7053,Iris-setosa,Ahmad
7054,Iris-setosa,Matteo
7055,Iris-setosa,Sobhan
7056,Iris-setosa,Andrej
7057,Iris-setosa,Ahmad
7058,Iris-setosa,Matteo
7059,Iris-setosa,Sobhan
7060,Iris-setosa,Andrej
7061,Iris-setosa,Ahmad
7062,Iris-setosa,Matteo
7063,Iris-setosa,Sobhan
7064,Iris-setosa,Andrej
7065,Iris-setosa,Ahmad
7066,Iris-setosa,Matteo
7067,Iris-setosa,Sobhan
7068,Iris-setosa,Andrej
7069,Iris-setosa,Ahmad
7070,Iris-setosa,Matteo
7071,Iris-setosa,Sobhan
7072,Iris-setosa,Andrej
7073,Iris-setosa,Ahmad
7074,Iris-setosa,Matteo
7075,Iris-setosa,Sobhan
7076,Iris-setosa,Andrej
7077,Iris-setosa,Ahmad
7078,Iris-setosa,Matteo
7079,Iris-setosa,Sobhan
7080,Iris-setosa,Andrej
7081,Iris-setosa,Ahmad
7082,Iris-setosa,Matteo
7083,Iris-setosa,Sobhan
7084,Iris-setosa,Andrej
7085,Iris-setosa,Ahmad
7086,Iris-setosa,Matteo
7087,Iris-setosa,Sobhan
7088,Iris-setosa,Andrej
7089,Iris-setosa,Ahmad
7090,Iris-setosa,Matteo
7091,Iris-setosa,Sobhan
7092,Iris-setosa,Andrej
7093,Iris-setosa,Ahmad
7094,Iris-setosa,Matteo
7095,Iris-setosa,Sobhan
7096,Iris-setosa,Andrej
7097,Iris-setosa,Ahmad
7098,Iris-setosa,Matteo
7099,Iris-setosa,Sobhan
7100,Iris-setosa,Andrej
7101,Iris-versicolor,Ahmad
7102,Iris-versicolor,Matteo
7103,Iris-versicolor,Sobhan
7104,Iris-versicolor,Andrej
7105,Iris-versicolor,Ahmad
7106,Iris-versicolor,Matteo
7107,Iris-versicolor,Sobhan
7108,Iris-versicolor,Andrej
7109,Iris-versicolor,Ahmad
7110,Iris-versicolor,Matteo
7111,Iris-versicolor,Sobhan
7112,Iris-versicolor,Andrej
7113,Iris-versicolor,Ahmad
7114,Iris-versicolor,Matteo
7115,Iris-versicolor,Sobhan
7116,Iris-versicolor,Andrej
7117,Iris-versicolor,Ahmad
7118,Iris-versicolor,Matteo
7119,Iris-versicolor,Sobhan
7120,Iris-versicolor,Andrej
7121,Iris-versicolor,Ahmad
7122,Iris-versicolor,Matteo
7123,Iris-versicolor,Sobhan
7124,Iris-versicolor,Andrej
7125,Iris-versicolor,Ahmad
7126,Iris-versicolor,Matteo
7127,Iris-versicolor,Sobhan
7128,Iris-versicolor,Andrej
7129,Iris-versicolor,Ahmad
7130,Iris-versicolor,Matteo
7131,Iris-versicolor,Sobhan
7132,Iris-versicolor,Andrej
7133,Iris-versicolor,Ahmad
7134,Iris-versicolor,Matteo
7135,Iris-versicolor,Sobhan
7136,Iris-versicolor,Andrej
7137,Iris-versicolor,Ahmad
7138,Iris-versicolor,Matteo
7139,Iris-versicolor,Sobhan
7140,Iris-versicolor,Andrej
7141,Iris-versicolor,Ahmad
7142,Iris-versicolor,Matteo
7143,Iris-versicolor,Sobhan
7144,Iris-versicolor,Andrej
7145,Iris-versicolor,Ahmad
7146,Iris-versicolor,Matteo
7147,Iris-versicolor,Sobhan
7148,Iris-versicolor,Andrej
7149,Iris-versicolor,Ahmad
7150,Iris-versicolor,Matteo
7151,Iris-virginica,Sobhan
7152,Iris-virginica,Andrej
7153,Iris-virginica,Ahmad
7154,Iris-virginica,Matteo
7155,Iris-virginica,Sobhan
7156,Iris-virginica,Andrej
7157,Iris-virginica,Ahmad
7158,Iris-virginica,Matteo
7159,Iris-virginica,Sobhan
7160,Iris-virginica,Andrej
7161,Iris-virginica,Ahmad
7162,Iris-virginica,Matteo
7163,Iris-virginica,Sobhan
7164,Iris-virginica,Andrej
7165,Iris-virginica,Ahmad
7166,Iris-virginica,Matteo
7167,Iris-virginica,Sobhan
7168,Iris-virginica,Andrej
7169,Iris-virginica,Ahmad
7170,Iris-virginica,Matteo
7171,Iris-virginica,Sobhan
7172,Iris-virginica,Andrej
7173,Iris-virginica,Ahmad
7174,Iris-virginica,Matteo
7175,Iris-virginica,Sobhan
7176,Iris-virginica,Andrej
7177,Iris-virginica,Ahmad
7178,Iris-virginica,Matteo
7179,Iris-virginica,Sobhan
7180,Iris-virginica,Andrej
7181,Iris-virginica,Ahmad
7182,Iris-virginica,Matteo
7183,Iris-virginica,Sobhan
7184,Iris-virginica,Andrej
7185,Iris-virginica,Ahmad
7186,Iris-virginica,Matteo
7187,Iris-virginica,Sobhan
7188,Iris-virginica,Andrej
7189,Iris-virginica,Ahmad
7190,Iris-virginica,Matteo
7191,Iris-virginica,Sobhan
7192,Iris-virginica,Andrej
7193,Iris-virginica,Ahmad
7194,Iris-virginica,Matteo
7195,Iris-virginica,Sobhan
7196,Iris-virginica,Andrej
7197,Iris-virginica,Ahmad
7198,Iris-virginica,Matteo
7199,Iris-virginica,Sobhan
7200,Iris-virginica,Andrej
7201,Iris-setosa,Sobhan
7202,Iris-setosa,Andrej
7203,Iris-setosa,Ahmad
7204,Iris-setosa,Matteo
7205,Iris-setosa,Sobhan
7206,Iris-setosa,Andrej
7207,Iris-setosa,Ahmad
7208,Iris-setosa,Matteo
7209,Iris-setosa,Sobhan
7210,Iris-setosa,Andrej
7211,Iris-setosa,Ahmad
7212,Iris-setosa,Matteo
7213,Iris-setosa,Sobhan
7214,Iris-setosa,Andrej
7215,Iris-setosa,Ahmad
7216,Iris-setosa,Matteo
7217,Iris-setosa,Sobhan
7218,Iris-setosa,Andrej
7219,Iris-setosa,Ahmad
7220,Iris-setosa,Matteo
7221,Iris-setosa,Sobhan
7222,Iris-setosa,Andrej
7223,Iris-setosa,Ahmad
7224,Iris-setosa,Matteo
7225,Iris-setosa,Sobhan
7226,Iris-setosa,Andrej
7227,Iris-setosa,Ahmad
7228,Iris-setosa,Matteo
7229,Iris-setosa,Sobhan
7230,Iris-setosa,Andrej
7231,Iris-setosa,Ahmad
7232,Iris-setosa,Matteo
7233,Iris-setosa,Sobhan
7234,Iris-setosa,Andrej
7235,Iris-setosa,Ahmad
7236,Iris-setosa,Matteo
7237,Iris-setosa,Sobhan
7238,Iris-setosa,Andrej
7239,Iris-setosa,Ahmad
7240,Iris-setosa,Matteo
7241,Iris-setosa,Sobhan
7242,Iris-setosa,Andrej
7243,Iris-setosa,Ahmad
7244,Iris-setosa,Matteo
7245,Iris-setosa,Sobhan
7246,Iris-setosa,Andrej
7247,Iris-setosa,Ahmad
7248,Iris-setosa,Matteo
7249,Iris-setosa,Sobhan
7250,Iris-setosa,Andrej
7251,Iris-versicolor,Ahmad
7252,Iris-versicolor,Matteo
7253,Iris-versicolor,Sobhan
7254,Iris-versicolor,Andrej
7255,Iris-versicolor,Ahmad
7256,Iris-versicolor,Matteo
7257,Iris-versicolor,Sobhan
7258,Iris-versicolor,Andrej
7259,Iris-versicolor,Ahmad
7260,Iris-versicolor,Matteo
7261,Iris-versicolor,Sobhan
7262,Iris-versicolor,Andrej
7263,Iris-versicolor,Ahmad
7264,Iris-versicolor,Matteo
7265,Iris-versicolor,Sobhan
7266,Iris-versicolor,Andrej
7267,Iris-versicolor,Ahmad
7268,Iris-versicolor,Matteo
7269,Iris-versicolor,Sobhan
7270,Iris-versicolor,Andrej
7271,Iris-versicolor,Ahmad
7272,Iris-versicolor,Matteo
7273,Iris-versicolor,Sobhan
7274,Iris-versicolor,Andrej
7275,Iris-versicolor,Ahmad
7276,Iris-versicolor,Matteo
7277,Iris-versicolor,Sobhan
7278,Iris-versicolor,Andrej
7279,Iris-versicolor,Ahmad
7280,Iris-versicolor,Matteo
7281,Iris-versicolor,Sobhan
7282,Iris-versicolor,Andrej
7283,Iris-versicolor,Ahmad
7284,Iris-versicolor,Matteo
7285,Iris-versicolor,Sobhan
7286,Iris-versicolor,Andrej
7287,Iris-versicolor,Ahmad
7288,Iris-versicolor,Matteo
7289,Iris-versicolor,Sobhan
7290,Iris-versicolor,Andrej
7291,Iris-versicolor,Ahmad
7292,Iris-versicolor,Matteo
7293,Iris-versicolor,Sobhan
7294,Iris-versicolor,Andrej
7295,Iris-versicolor,Ahmad
7296,Iris-versicolor,Matteo
7297,Iris-versicolor,Sobhan
7298,Iris-versicolor,Andrej
7299,Iris-versicolor,Ahmad
7300,Iris-versicolor,Matteo
7301,Iris-virginica,Sobhan
7302,Iris-virginica,Andrej
7303,Iris-virginica,Ahmad
7304,Iris-virginica,Matteo
7305,Iris-virginica,Sobhan
7306,Iris-virginica,Andrej
7307,Iris-virginica,Ahmad
7308,Iris-virginica,Matteo
7309,Iris-virginica,Sobhan
7310,Iris-virginica,Andrej
7311,Iris-virginica,Ahmad
7312,Iris-virginica,Matteo
7313,Iris-virginica,Sobhan
7314,Iris-virginica,Andrej
7315,Iris-virginica,Ahmad
7316,Iris-virginica,Matteo
7317,Iris-virginica,Sobhan
7318,Iris-virginica,Andrej
7319,Iris-virginica,Ahmad
7320,Iris-virginica,Matteo
7321,Iris-virginica,Sobhan
7322,Iris-virginica,Andrej
7323,Iris-virginica,Ahmad
7324,Iris-virginica,Matteo
7325,Iris-virginica,Sobhan
7326,Iris-virginica,Andrej
7327,Iris-virginica,Ahmad
7328,Iris-virginica,Matteo
7329,Iris-virginica,Sobhan
7330,Iris-virginica,Andrej
7331,Iris-virginica,Ahmad
7332,Iris-virginica,Matteo
7333,Iris-virginica,Sobhan
7334,Iris-virginica,Andrej
7335,Iris-virginica,Ahmad
7336,Iris-virginica,Matteo
7337,Iris-virginica,Sobhan
7338,Iris-virginica,Andrej
7339,Iris-virginica,Ahmad
7340,Iris-virginica,Matteo
7341,Iris-virginica,Sobhan
7342,Iris-virginica,Andrej
7343,Iris-virginica,Ahmad
7344,Iris-virginica,Matteo
7345,Iris-virginica,Sobhan
7346,Iris-virginica,Andrej
7347,Iris-virginica,Ahmad
7348,Iris-virginica,Matteo
7349,Iris-virginica,Sobhan
7350,Iris-virginica,Andrej
7351,Iris-setosa,Sobhan
7352,Iris-setosa,Andrej
7353,Iris-setosa,Ahmad
7354,Iris-setosa,Matteo
7355,Iris-setosa,Sobhan
7356,Iris-setosa,Andrej
7357,Iris-setosa,Ahmad
7358,Iris-setosa,Matteo
7359,Iris-setosa,Sobhan
7360,Iris-setosa,Andrej
7361,Iris-setosa,Ahmad
7362,Iris-setosa,Matteo
7363,Iris-setosa,Sobhan
7364,Iris-setosa,Andrej
7365,Iris-setosa,Ahmad
7366,Iris-setosa,Matteo
7367,Iris-setosa,Sobhan
7368,Iris-setosa,Andrej
7369,Iris-setosa,Ahmad
7370,Iris-setosa,Matteo
7371,Iris-setosa,Sobhan
7372,Iris-setosa,Andrej
7373,Iris-setosa,Ahmad
7374,Iris-setosa,Matteo
7375,Iris-setosa,Sobhan
7376,Iris-setosa,Andrej
7377,Iris-setosa,Ahmad
7378,Iris-setosa,Matteo
7379,Iris-setosa,Sobhan
7380,Iris-setosa,Andrej
7381,Iris-setosa,Ahmad
7382,Iris-setosa,Matteo
7383,Iris-setosa,Sobhan
7384,Iris-setosa,Andrej
7385,Iris-setosa,Ahmad
7386,Iris-setosa,Matteo
7387,Iris-setosa,Sobhan
7388,Iris-setosa,Andrej
7389,Iris-setosa,Ahmad
7390,Iris-setosa,Matteo
7391,Iris-setosa,Sobhan
7392,Iris-setosa,Andrej
7393,Iris-setosa,Ahmad
7394,Iris-setosa,Matteo
7395,Iris-setosa,Sobhan
7396,Iris-setosa,Andrej
7397,Iris-setosa,Ahmad
7398,Iris-setosa,Matteo
7399,Iris-setosa,Sobhan
7400,Iris-setosa,Andrej
7401,Iris-versicolor,Ahmad
7402,Iris-versicolor,Matteo
7403,Iris-versicolor,Sobhan
7404,Iris-versicolor,Andrej
7405,Iris-versicolor,Ahmad
7406,Iris-versicolor,Matteo
7407,Iris-versicolor,Sobhan
7408,Iris-versicolor,Andrej
7409,Iris-versicolor,Ahmad
7410,Iris-versicolor,Matteo
7411,Iris-versicolor,Sobhan
7412,Iris-versicolor,Andrej
7413,Iris-versicolor,Ahmad
7414,Iris-versicolor,Matteo
7415,Iris-versicolor,Sobhan
7416,Iris-versicolor,Andrej
7417,Iris-versicolor,Ahmad
7418,Iris-versicolor,Matteo
7419,Iris-versicolor,Sobhan
7420,Iris-versicolor,Andrej
7421,Iris-versicolor,Ahmad
7422,Iris-versicolor,Matteo
7423,Iris-versicolor,Sobhan
7424,Iris-versicolor,Andrej
7425,Iris-versicolor,Ahmad
7426,Iris-versicolor,Matteo
7427,Iris-versicolor,Sobhan
7428,Iris-versicolor,Andrej
7429,Iris-versicolor,Ahmad
7430,Iris-versicolor,Matteo
7431,Iris-versicolor,Sobhan
7432,Iris-versicolor,Andrej
7433,Iris-versicolor,Ahmad
7434,Iris-versicolor,Matteo
7435,Iris-versicolor,Sobhan
7436,Iris-versicolor,Andrej
7437,Iris-versicolor,Ahmad
7438,Iris-versicolor,Matteo
7439,Iris-versicolor,Sobhan
7440,Iris-versicolor,Andrej
7441,Iris-versicolor,Ahmad
7442,Iris-versicolor,Matteo
7443,Iris-versicolor,Sobhan
7444,Iris-versicolor,Andrej
7445,Iris-versicolor,Ahmad
7446,Iris-versicolor,Matteo
7447,Iris-versicolor,Sobhan
7448,Iris-versicolor,Andrej
7449,Iris-versicolor,Ahmad
7450,Iris-versicolor,Matteo
7451,Iris-virginica,Sobhan
7452,Iris-virginica,Andrej
7453,Iris-virginica,Ahmad
7454,Iris-virginica,Matteo
7455,Iris-virginica,Sobhan
7456,Iris-virginica,Andrej
7457,Iris-virginica,Ahmad
7458,Iris-virginica,Matteo
7459,Iris-virginica,Sobhan
7460,Iris-virginica,Andrej
7461,Iris-virginica,Ahmad
7462,Iris-virginica,Matteo
7463,Iris-virginica,Sobhan
7464,Iris-virginica,Andrej
7465,Iris-virginica,Ahmad
7466,Iris-virginica,Matteo
7467,Iris-virginica,Sobhan
7468,Iris-virginica,Andrej
7469,Iris-virginica,Ahmad
7470,Iris-virginica,Matteo
7471,Iris-virginica,Sobhan
7472,Iris-virginica,Andrej
7473,Iris-virginica,Ahmad
7474,Iris-virginica,Matteo
7475,Iris-virginica,Sobhan
7476,Iris-virginica,Andrej
7477,Iris-virginica,Ahmad
7478,Iris-virginica,Matteo
7479,Iris-virginica,Sobhan
7480,Iris-virginica,Andrej
7481,Iris-virginica,Ahmad
7482,Iris-virginica,Matteo
7483,Iris-virginica,Sobhan
7484,Iris-virginica,Andrej
7485,Iris-virginica,Ahmad
7486,Iris-virginica,Matteo
7487,Iris-virginica,Sobhan
7488,Iris-virginica,Andrej
7489,Iris-virginica,Ahmad
7490,Iris-virginica,Matteo
7491,Iris-virginica,Sobhan
7492,Iris-virginica,Andrej
7493,Iris-virginica,Ahmad
7494,Iris-virginica,Matteo
7495,Iris-virginica,Sobhan
7496,Iris-virginica,Andrej
7497,Iris-virginica,Ahmad
7498,Iris-virginica,Matteo
7499,Iris-virginica,Sobhan
7500,Iris-virginica,Andrej
7501,Iris-setosa,Sobhan
7502,Iris-setosa,Andrej
7503,Iris-setosa,Ahmad
7504,Iris-setosa,Matteo
7505,Iris-setosa,Sobhan
7506,Iris-setosa,Andrej
7507,Iris-setosa,Ahmad
7508,Iris-setosa,Matteo
7509,Iris-setosa,Sobhan
7510,Iris-setosa,Andrej
7511,Iris-setosa,Ahmad
7512,Iris-setosa,Matteo
7513,Iris-setosa,Sobhan
7514,Iris-setosa,Andrej
7515,Iris-setosa,Ahmad
7516,Iris-setosa,Matteo
7517,Iris-setosa,Sobhan
7518,Iris-setosa,Andrej
7519,Iris-setosa,Ahmad
7520,Iris-setosa,Matteo
7521,Iris-setosa,Sobhan
7522,Iris-setosa,Andrej
7523,Iris-setosa,Ahmad
7524,Iris-setosa,Matteo
7525,Iris-setosa,Sobhan
7526,Iris-setosa,Andrej
7527,Iris-setosa,Ahmad
7528,Iris-setosa,Matteo
7529,Iris-setosa,Sobhan
7530,Iris-setosa,Andrej
7531,Iris-setosa,Ahmad
7532,Iris-setosa,Matteo
7533,Iris-setosa,Sobhan
7534,Iris-setosa,Andrej
7535,Iris-setosa,Ahmad
7536,Iris-setosa,Matteo
7537,Iris-setosa,Sobhan
7538,Iris-setosa,Andrej
7539,Iris-setosa,Ahmad
7540,Iris-setosa,Matteo
7541,Iris-setosa,Sobhan
7542,Iris-setosa,Andrej
7543,Iris-setosa,Ahmad
7544,Iris-setosa,Matteo
7545,Iris-setosa,Sobhan
7546,Iris-setosa,Andrej
7547,Iris-setosa,Ahmad
7548,Iris-setosa,Matteo
7549,Iris-setosa,Sobhan
7550,Iris-setosa,Andrej
7551,Iris-versicolor,Ahmad
7552,Iris-versicolor,Matteo
7553,Iris-versicolor,Sobhan
7554,Iris-versicolor,Andrej
7555,Iris-versicolor,Ahmad
7556,Iris-versicolor,Matteo
7557,Iris-versicolor,Sobhan
7558,Iris-versicolor,Andrej
7559,Iris-versicolor,Ahmad
7560,Iris-versicolor,Matteo
7561,Iris-versicolor,Sobhan
7562,Iris-versicolor,Andrej
7563,Iris-versicolor,Ahmad
7564,Iris-versicolor,Matteo
7565,Iris-versicolor,Sobhan
7566,Iris-versicolor,Andrej
7567,Iris-versicolor,Ahmad
7568,Iris-versicolor,Matteo
7569,Iris-versicolor,Sobhan
7570,Iris-versicolor,Andrej
7571,Iris-versicolor,Ahmad
7572,Iris-versicolor,Matteo
7573,Iris-versicolor,Sobhan
7574,Iris-versicolor,Andrej
7575,Iris-versicolor,Ahmad
7576,Iris-versicolor,Matteo
7577,Iris-versicolor,Sobhan
7578,Iris-versicolor,Andrej
7579,Iris-versicolor,Ahmad
7580,Iris-versicolor,Matteo
7581,Iris-versicolor,Sobhan
7582,Iris-versicolor,Andrej
7583,Iris-versicolor,Ahmad
7584,Iris-versicolor,Matteo
7585,Iris-versicolor,Sobhan
7586,Iris-versicolor,Andrej
7587,Iris-versicolor,Ahmad
7588,Iris-versicolor,Matteo
7589,Iris-versicolor,Sobhan
7590,Iris-versicolor,Andrej
7591,Iris-versicolor,Ahmad
7592,Iris-versicolor,Matteo
7593,Iris-versicolor,Sobhan
7594,Iris-versicolor,Andrej
7595,Iris-versicolor,Ahmad
7596,Iris-versicolor,Matteo
7597,Iris-versicolor,Sobhan
7598,Iris-versicolor,Andrej
7599,Iris-versicolor,Ahmad
7600,Iris-versicolor,Matteo
7601,Iris-virginica,Sobhan
7602,Iris-virginica,Andrej
7603,Iris-virginica,Ahmad
7604,Iris-virginica,Matteo
7605,Iris-virginica,Sobhan
7606,Iris-virginica,Andrej
7607,Iris-virginica,Ahmad
7608,Iris-virginica,Matteo
7609,Iris-virginica,Sobhan
7610,Iris-virginica,Andrej
7611,Iris-virginica,Ahmad
7612,Iris-virginica,Matteo
7613,Iris-virginica,Sobhan
7614,Iris-virginica,Andrej
7615,Iris-virginica,Ahmad
7616,Iris-virginica,Matteo
7617,Iris-virginica,Sobhan
7618,Iris-virginica,Andrej
7619,Iris-virginica,Ahmad
7620,Iris-virginica,Matteo
7621,Iris-virginica,Sobhan
7622,Iris-virginica,Andrej
7623,Iris-virginica,Ahmad
7624,Iris-virginica,Matteo
7625,Iris-virginica,Sobhan
7626,Iris-virginica,Andrej
7627,Iris-virginica,Ahmad
7628,Iris-virginica,Matteo
7629,Iris-virginica,Sobhan
7630,Iris-virginica,Andrej
7631,Iris-virginica,Ahmad
7632,Iris-virginica,Matteo
7633,Iris-virginica,Sobhan
7634,Iris-virginica,Andrej
7635,Iris-virginica,Ahmad
7636,Iris-virginica,Matteo
7637,Iris-virginica,Sobhan
7638,Iris-virginica,Andrej
7639,Iris-virginica,Ahmad
7640,Iris-virginica,Matteo
7641,Iris-virginica,Sobhan
7642,Iris-virginica,Andrej
7643,Iris-virginica,Ahmad
7644,Iris-virginica,Matteo
7645,Iris-virginica,Sobhan
7646,Iris-virginica,Andrej
7647,Iris-virginica,Ahmad
7648,Iris-virginica,Matteo
7649,Iris-virginica,Sobhan
7650,Iris-virginica,Andrej
7651,Iris-setosa,Sobhan
7652,Iris-setosa,Andrej
7653,Iris-setosa,Ahmad
7654,Iris-setosa,Matteo
7655,Iris-setosa,Sobhan
7656,Iris-setosa,Andrej
7657,Iris-setosa,Ahmad
7658,Iris-setosa,Matteo
7659,Iris-setosa,Sobhan
7660,Iris-setosa,Andrej
7661,Iris-setosa,Ahmad
7662,Iris-setosa,Matteo
7663,Iris-setosa,Sobhan
7664,Iris-setosa,Andrej
7665,Iris-setosa,Ahmad
7666,Iris-setosa,Matteo
7667,Iris-setosa,Sobhan
7668,Iris-setosa,Andrej
7669,Iris-setosa,Ahmad
7670,Iris-setosa,Matteo
7671,Iris-setosa,Sobhan
7672,Iris-setosa,Andrej
7673,Iris-setosa,Ahmad
7674,Iris-setosa,Matteo
7675,Iris-setosa,Sobhan
7676,Iris-setosa,Andrej
7677,Iris-setosa,Ahmad
7678,Iris-setosa,Matteo
7679,Iris-setosa,Sobhan
7680,Iris-setosa,Andrej
7681,Iris-setosa,Ahmad
7682,Iris-setosa,Matteo
7683,Iris-setosa,Sobhan
7684,Iris-setosa,Andrej
7685,Iris-setosa,Ahmad
7686,Iris-setosa,Matteo
7687,Iris-setosa,Sobhan
7688,Iris-setosa,Andrej
7689,Iris-setosa,Ahmad
7690,Iris-setosa,Matteo
7691,Iris-setosa,Sobhan
7692,Iris-setosa,Andrej
7693,Iris-setosa,Ahmad
7694,Iris-setosa,Matteo
7695,Iris-setosa,Sobhan
7696,Iris-setosa,Andrej
7697,Iris-setosa,Ahmad
7698,Iris-setosa,Matteo
7699,Iris-setosa,Sobhan
7700,Iris-setosa,Andrej
7701,Iris-versicolor,Ahmad
7702,Iris-versicolor,Matteo
7703,Iris-versicolor,Sobhan
7704,Iris-versicolor,Andrej
7705,Iris-versicolor,Ahmad
7706,Iris-versicolor,Matteo
7707,Iris-versicolor,Sobhan
7708,Iris-versicolor,Andrej
7709,Iris-versicolor,Ahmad
7710,Iris-versicolor,Matteo
7711,Iris-versicolor,Sobhan
7712,Iris-versicolor,Andrej
7713,Iris-versicolor,Ahmad
7714,Iris-versicolor,Matteo
7715,Iris-versicolor,Sobhan
7716,Iris-versicolor,Andrej
7717,Iris-versicolor,Ahmad
7718,Iris-versicolor,Matteo
7719,Iris-versicolor,Sobhan
7720,Iris-versicolor,Andrej
7721,Iris-versicolor,Ahmad
7722,Iris-versicolor,Matteo
7723,Iris-versicolor,Sobhan
7724,Iris-versicolor,Andrej
7725,Iris-versicolor,Ahmad
7726,Iris-versicolor,Matteo
7727,Iris-versicolor,Sobhan
7728,Iris-versicolor,Andrej
7729,Iris-versicolor,Ahmad
7730,Iris-versicolor,Matteo
7731,Iris-versicolor,Sobhan
7732,Iris-versicolor,Andrej
7733,Iris-versicolor,Ahmad
7734,Iris-versicolor,Matteo
7735,Iris-versicolor,Sobhan
7736,Iris-versicolor,Andrej
7737,Iris-versicolor,Ahmad
7738,Iris-versicolor,Matteo
7739,Iris-versicolor,Sobhan
7740,Iris-versicolor,Andrej
7741,Iris-versicolor,Ahmad
7742,Iris-versicolor,Matteo
7743,Iris-versicolor,Sobhan
7744,Iris-versicolor,Andrej
7745,Iris-versicolor,Ahmad
7746,Iris-versicolor,Matteo
7747,Iris-versicolor,Sobhan
7748,Iris-versicolor,Andrej
7749,Iris-versicolor,Ahmad
7750,Iris-versicolor,Matteo
7751,Iris-virginica,Sobhan
7752,Iris-virginica,Andrej
7753,Iris-virginica,Ahmad
7754,Iris-virginica,Matteo
7755,Iris-virginica,Sobhan
7756,Iris-virginica,Andrej
7757,Iris-virginica,Ahmad
7758,Iris-virginica,Matteo
7759,Iris-virginica,Sobhan
7760,Iris-virginica,Andrej
7761,Iris-virginica,Ahmad
7762,Iris-virginica,Matteo
7763,Iris-virginica,Sobhan
7764,Iris-virginica,Andrej
7765,Iris-virginica,Ahmad
7766,Iris-virginica,Matteo
7767,Iris-virginica,Sobhan
7768,Iris-virginica,Andrej
7769,Iris-virginica,Ahmad
7770,Iris-virginica,Matteo
7771,Iris-virginica,Sobhan
7772,Iris-virginica,Andrej
7773,Iris-virginica,Ahmad
7774,Iris-virginica,Matteo
7775,Iris-virginica,Sobhan
7776,Iris-virginica,Andrej
7777,Iris-virginica,Ahmad
7778,Iris-virginica,Matteo
7779,Iris-virginica,Sobhan
7780,Iris-virginica,Andrej
7781,Iris-virginica,Ahmad
7782,Iris-virginica,Matteo
7783,Iris-virginica,Sobhan
7784,Iris-virginica,Andrej
7785,Iris-virginica,Ahmad
7786,Iris-virginica,Matteo
7787,Iris-virginica,Sobhan
7788,Iris-virginica,Andrej
7789,Iris-virginica,Ahmad
7790,Iris-virginica,Matteo
7791,Iris-virginica,Sobhan
7792,Iris-virginica,Andrej
7793,Iris-virginica,Ahmad
7794,Iris-virginica,Matteo
7795,Iris-virginica,Sobhan
7796,Iris-virginica,Andrej
7797,Iris-virginica,Ahmad
7798,Iris-virginica,Matteo
7799,Iris-virginica,Sobhan
7800,Iris-virginica,Andrej
7801,Iris-setosa,Sobhan
7802,Iris-setosa,Andrej
7803,Iris-setosa,Ahmad
7804,Iris-setosa,Matteo
7805,Iris-setosa,Sobhan
7806,Iris-setosa,Andrej
7807,Iris-setosa,Ahmad
7808,Iris-setosa,Matteo
7809,Iris-setosa,Sobhan
7810,Iris-setosa,Andrej
7811,Iris-setosa,Ahmad
7812,Iris-setosa,Matteo
7813,Iris-setosa,Sobhan
7814,Iris-setosa,Andrej
7815,Iris-setosa,Ahmad
7816,Iris-setosa,Matteo
7817,Iris-setosa,Sobhan
7818,Iris-setosa,Andrej
7819,Iris-setosa,Ahmad
7820,Iris-setosa,Matteo
7821,Iris-setosa,Sobhan
7822,Iris-setosa,Andrej
7823,Iris-setosa,Ahmad
7824,Iris-setosa,Matteo
7825,Iris-setosa,Sobhan
7826,Iris-setosa,Andrej
7827,Iris-setosa,Ahmad
7828,Iris-setosa,Matteo
7829,Iris-setosa,Sobhan
7830,Iris-setosa,Andrej
7831,Iris-setosa,Ahmad
7832,Iris-setosa,Matteo
7833,Iris-setosa,Sobhan
7834,Iris-setosa,Andrej
7835,Iris-setosa,Ahmad
7836,Iris-setosa,Matteo
7837,Iris-setosa,Sobhan
7838,Iris-setosa,Andrej
7839,Iris-setosa,Ahmad
7840,Iris-setosa,Matteo
7841,Iris-setosa,Sobhan
7842,Iris-setosa,Andrej
7843,Iris-setosa,Ahmad
7844,Iris-setosa,Matteo
7845,Iris-setosa,Sobhan
7846,Iris-setosa,Andrej
7847,Iris-setosa,Ahmad
7848,Iris-setosa,Matteo
7849,Iris-setosa,Sobhan
7850,Iris-setosa,Andrej
7851,Iris-versicolor,Ahmad
7852,Iris-versicolor,Matteo
7853,Iris-versicolor,Sobhan
7854,Iris-versicolor,Andrej
7855,Iris-versicolor,Ahmad
7856,Iris-versicolor,Matteo
7857,Iris-versicolor,Sobhan
7858,Iris-versicolor,Andrej
7859,Iris-versicolor,Ahmad
7860,Iris-versicolor,Matteo
7861,Iris-versicolor,Sobhan
7862,Iris-versicolor,Andrej
7863,Iris-versicolor,Ahmad
7864,Iris-versicolor,Matteo
7865,Iris-versicolor,Sobhan
7866,Iris-versicolor,Andrej
7867,Iris-versicolor,Ahmad
7868,Iris-versicolor,Matteo
7869,Iris-versicolor,Sobhan
7870,Iris-versicolor,Andrej
7871,Iris-versicolor,Ahmad
7872,Iris-versicolor,Matteo
7873,Iris-versicolor,Sobhan
7874,Iris-versicolor,Andrej
7875,Iris-versicolor,Ahmad
7876,Iris-versicolor,Matteo
7877,Iris-versicolor,Sobhan
7878,Iris-versicolor,Andrej
7879,Iris-versicolor,Ahmad
7880,Iris-versicolor,Matteo
