id,pl,pw,sl,sw
6785,4.9,3.2,1.5,0.2
6786,5,3.2,1.2,0.2
6787,5.6,3.4,1.1,0.3
6788,4.9,3.1,1.4,0.1
6789,4.4,2.9,1.1,0.3
6790,5,3.4,1.5,0.3
6791,4.9,3.5,1.3,0.4
6792,4.5,2.3,1.2,0.4
6793,4.3,3.2,1.3,0.3
6794,4.9,3.5,1.5,0.6
6795,5,3.8,1.9,0.4
6796,4.7,3,1.4,0.3
6797,5.1,3.8,1.5,0.2
6798,4.6,3,1.3,0.3
6799,5.3,3.6,1.4,0.2
6800,4.8,3.3,1.4,0.2
6801,7.1,3,4.7,1.4
6802,6.3,3.1,4.4,1.5
6803,6.7,3.2,4.9,1.5
6804,5.4,2.3,3.9,1.3
6805,6.4,2.7,4.6,1.5
6806,5.6,2.8,4.3,1.2
6807,6.1,3.2,4.7,1.7
6808,4.8,2.4,3.2,1
6809,6.5,2.8,4.5,1.4
6810,5.3,2.8,4,1.5
6811,4.9,2,3.6,1.1
6812,5.9,3,4.1,1.7
6813,5.8,2.1,4,1
6814,6,2.9,4.7,1.4
6815,5.5,2.9,3.6,1.3
6816,6.8,3,4.3,1.5
6817,5.5,2.8,4.5,1.7
6818,5.9,2.7,4.1,1
6819,6,2.3,4.5,1.5
6820,5.6,2.5,3.8,1.2
6821,5.8,3.2,4.8,1.8
6822,6,2.9,3.9,1.3
6823,6.2,2.4,4.9,1.7
6824,6.2,2.8,4.7,1.2
6825,6.3,2.8,4.3,1.3
6826,6.5,3.1,4.4,1.4
6827,6.7,2.8,4.8,1.6
6828,6.6,3.1,4.8,1.8
6829,6,2.8,4.6,1.6
6830,5.6,2.4,3.5,1
6831,5.4,2.4,3.8,1.1
6832,5.4,2.3,3.7,1.2
6833,5.9,2.6,3.7,1.2
6834,5.9,2.7,5.1,1.6
6835,5.3,3,4.5,1.5
6836,5.9,3.5,4.5,1.7
6837,6.8,3,4.6,1.5
6838,6.4,2.3,4.4,1.4
6839,5.5,3,4.2,1.2
6840,5.4,2.5,3.9,1.3
6841,5.3,2.4,4.2,1.4
6842,6.1,3,4.4,1.5
6843,5.8,2.6,3.9,1.2
6844,4.9,2.2,3.2,1
6845,5.5,2.6,4.1,1.3
6846,5.6,2.9,4,1.2
6847,5.8,2.8,4.2,1.3
6848,6.1,2.8,4.3,1.5
6849,5.2,2.6,3,1.2
6850,5.8,2.7,4,1.3
6851,6.4,3.2,6,2.5
6852,5.7,2.5,5,1.9
6853,7,2.9,5.9,2.3
6854,6.3,2.9,5.5,1.7
6855,6.5,2.9,5.6,2.2
6856,7.5,2.9,6.5,2.2
6857,4.8,2.4,4.4,1.6
6858,7.2,2.9,6.2,1.9
6859,6.5,2.3,5.7,1.8
6860,7.1,3.6,6,2.7
6861,6.5,3.1,5.1,2.1
6862,6.3,2.7,5.3,1.9
6863,6.8,2.9,5.4,2.2
6864,5.6,2.4,5,2.1
6865,5.7,2.8,5.1,2.4
6866,6.3,3.2,5.3,2.3
6867,6.3,3.1,5.4,1.9
6868,7.6,3.7,6.8,2.3
6869,7.7,2.4,6.7,2.2
6870,5.9,2.2,4.8,1.5
6871,6.8,3.3,5.6,2.4
6872,5.6,2.7,4.9,1.9
6873,7.7,2.7,6.8,2
6874,6.3,2.6,4.9,1.8
6875,6.6,3.3,5.7,2.1
6876,7.1,3.2,6,1.9
6877,6.1,2.7,4.7,1.8
6878,6.1,2.9,4.9,1.8
6879,6.3,2.9,5.5,2.1
6880,7.2,2.8,5.8,1.7
6881,7.4,2.7,6,1.9
6882,7.9,3.7,6.4,2.1
6883,6.3,2.7,5.6,2.2
6884,6.3,2.8,5,1.5
6885,6,2.6,5.5,1.5
6886,7.5,3,6.1,2.4
6887,6.3,3.3,5.5,2.5
6888,6.4,3,5.5,1.7
6889,6,2.9,4.7,1.8
6890,6.9,2.9,5.2,2.1
6891,6.7,3,5.6,2.5
6892,6.9,2.9,5.1,2.4
6893,5.8,2.5,5,1.9
6894,6.7,3.2,5.9,2.2
6895,6.6,3.2,5.7,2.6
6896,6.7,2.9,5.2,2.3
6897,6.3,2.5,5,2.1
6898,6.4,3,5,2
6899,6.1,3.4,5.5,2.3
6900,5.8,2.8,5.1,1.8
6901,5.1,3.5,1.5,0.1
6902,4.8,2.9,1.2,0.2
6903,4.5,3.2,1.4,0.3
6904,4.6,3,1.5,0.2
6905,4.9,3.6,1.3,0.1
6906,5.4,3.9,1.7,0.5
6907,4.6,3.5,1.3,0.4
6908,5,3.4,1.5,0.2
6909,4.2,2.7,1.3,0.3
6910,4.9,2.9,1.5,0.2
6911,5.2,3.7,1.6,0.3
6912,4.8,3.5,1.5,0.2
6913,4.8,3,1.4,0.2
6914,4.2,2.9,1,0.2
6915,5.8,3.8,1,0.2
6916,5.5,4.3,1.6,0.5
6917,5.3,3.8,1.2,0.4
6918,5.2,3.5,1.3,0.2
6919,5.7,3.7,1.7,0.5
6920,5.1,3.7,1.4,0.3
6921,5.3,3.5,1.7,0.2
6922,4.9,3.7,1.5,0.5
6923,4.6,3.4,1,0.3
6924,5.2,3.3,1.6,0.5
6925,4.7,3.3,1.8,0.3
6926,5,3,1.7,0.2
6927,5.1,3.4,1.5,0.4
6928,5.1,3.4,1.4,0.3
6929,5.1,3.4,1.3,0.2
6930,4.6,3,1.6,0.2
6931,4.8,3.1,1.4,0.1
6932,5.3,3.4,1.4,0.6
6933,5.2,4,1.5,0.1
6934,5.3,4.1,1.3,0.3
6935,5,3,1.4,0.2
6936,5,3,1.3,0.3
6937,5.5,3.4,1.3,0.3
6938,4.9,3,1.4,0.1
6939,4.4,2.9,1.2,0.1
6940,4.9,3.4,1.3,0.3
6941,5,3.4,1.3,0.4
6942,4.4,2.3,1.4,0.4
6943,4.4,3.1,1.3,0.2
6944,5.1,3.4,1.6,0.6
6945,5,3.8,1.9,0.4
6946,4.7,3,1.4,0.3
6947,5.1,3.7,1.7,0.3
6948,4.6,3,1.2,0.2
6949,5.1,3.7,1.4,0.3
6950,4.9,3.2,1.3,0.2
6951,7,3.2,4.6,1.6
6952,6.4,3.2,4.5,1.5
6953,6.9,3.2,4.7,1.5
6954,5.4,2.2,4,1.4
6955,6.5,2.7,4.4,1.6
6956,5.8,2.8,4.5,1.4
6957,6.2,3.2,4.6,1.8
6958,4.9,2.4,3.2,1
6959,6.4,2.9,4.6,1.3
6960,5.2,2.6,3.8,1.6
6961,4.9,1.8,3.4,1.1
6962,5.8,3,4.2,1.5
6963,6.1,2.1,3.9,1.1
6964,6,2.9,4.7,1.4
6965,5.6,3,3.4,1.4
6966,6.7,3.2,4.3,1.5
6967,5.6,3,4.5,1.5
6968,5.7,2.6,4.2,1
6969,6.2,2,4.4,1.7
6970,5.6,2.4,3.7,1.2
6971,5.9,3.2,4.7,1.9
6972,6.1,2.8,4,1.3
6973,6.3,2.5,4.8,1.7
6974,6.1,2.8,4.6,1.2
6975,6.5,3,4.3,1.3
6976,6.5,2.9,4.3,1.4
6977,6.8,2.7,4.7,1.5
6978,6.6,3,4.9,1.7
6979,6,2.9,4.4,1.4
6980,5.6,2.6,3.4,0.9
6981,5.6,2.4,3.8,1.2
6982,5.6,2.3,3.7,1
6983,5.7,2.7,3.9,1.3
6984,5.9,2.7,4.9,1.6
6985,5.3,2.9,4.4,1.5
6986,5.9,3.5,4.4,1.6
6987,6.7,3,4.7,1.7
6988,6.2,2.2,4.3,1.4
6989,5.4,2.9,4.1,1.4
6990,5.3,2.4,4,1.3
6991,5.5,2.6,4.2,1.4
6992,6.1,2.9,4.6,1.4
6993,5.8,2.5,3.9,1.2
6994,4.9,2.2,3.2,0.9
6995,5.5,2.7,4.1,1.3
6996,5.8,2.8,4.1,1.3
6997,5.6,2.8,4.1,1.3
6998,6.1,2.9,4.3,1.3
6999,5,2.4,3.1,1
7000,5.7,2.8,4.1,1.4
7001,6.2,3.2,6.1,2.6
7002,5.8,2.6,5,1.8
7003,7,2.9,5.9,2.1
7004,6.1,3,5.5,1.7
7005,6.4,3,5.8,2.2
7006,7.6,3,6.5,2.2
7007,4.8,2.4,4.3,1.7
7008,7.1,2.9,6.3,1.8
7009,6.7,2.4,5.8,1.9
7010,7.3,3.6,5.9,2.6
7011,6.6,3.2,5.1,1.9
7012,6.5,2.7,5.4,2
7013,6.8,3,5.5,2.2
7014,5.7,2.4,4.9,2
7015,5.8,2.8,5,2.3
7016,6.4,3.1,5.4,2.3
7017,6.4,2.8,5.4,1.9
7018,7.7,3.8,6.5,2.2
7019,7.7,2.4,6.8,2.3
7020,6.1,2.2,5,1.5
7021,6.8,3.1,5.6,2.4
7022,5.7,2.7,4.8,2.1
7023,7.5,2.7,6.6,2
7024,6.1,2.7,4.9,1.9
7025,6.7,3.2,5.6,2.2
7026,7.2,3.2,5.8,1.9
7027,6.2,2.9,4.7,1.8
7028,6,2.9,4.8,1.7
7029,6.2,2.6,5.4,2.1
7030,7.2,2.9,5.8,1.8
7031,7.4,2.8,6,1.9
7032,7.9,3.7,6.4,2
7033,6.2,2.6,5.7,2.3
7034,6.3,2.8,5.1,1.7
7035,6,2.6,5.7,1.4
7036,7.7,2.9,6.1,2.3
7037,6.3,3.3,5.6,2.4
7038,6.3,3,5.4,1.7
7039,5.9,3,4.8,1.9
7040,6.7,3.1,5.4,2.1
7041,6.7,3.2,5.6,2.4
7042,6.9,3,5,2.3
7043,5.8,2.6,4.9,2
7044,6.7,3.1,5.9,2.3
7045,6.6,3.1,5.8,2.6
7046,6.6,2.9,5.1,2.3
7047,6.3,2.5,4.8,2.1
7048,6.5,3,5.3,2.2
7049,6,3.3,5.3,2.4
7050,5.9,2.9,4.9,1.8
7051,4.9,3.4,1.4,0.2
7052,4.8,3,1.2,0.3
7053,4.7,3.1,1.3,0.2
7054,4.6,3.1,1.5,0.3
7055,4.9,3.5,1.4,0.3
7056,5.4,3.7,1.7,0.4
7057,4.4,3.4,1.4,0.4
7058,5.1,3.4,1.5,0.2
7059,4.5,2.8,1.3,0.1
7060,4.9,3.1,1.3,0.2
7061,5.2,3.6,1.5,0.1
7062,4.7,3.3,1.5,0.3
7063,4.7,2.9,1.4,0.3
7064,4.3,3,1,0.3
7065,5.6,3.9,1.1,0.2
7066,5.7,4.5,1.5,0.5
7067,5.4,3.7,1.3,0.5
7068,5.2,3.4,1.4,0.4
7069,5.6,3.9,1.7,0.3
7070,5,3.7,1.5,0.5
7071,5.5,3.4,1.6,0.3
7072,5.1,3.6,1.5,0.5
7073,4.4,3.5,0.8,0.2
7074,5.1,3.2,1.5,0.4
7075,4.8,3.3,1.9,0.2
7076,4.9,2.9,1.5,0.4
7077,4.8,3.4,1.5,0.5
7078,5.2,3.3,1.4,0.2
7079,5,3.2,1.2,0.2
7080,4.8,3.1,1.7,0.2
7081,4.8,3,1.5,0.2
7082,5.4,3.3,1.3,0.5
7083,5.2,4.1,1.4,0.2
7084,5.4,4.2,1.3,0.2
7085,4.8,2.9,1.4,0.2
7086,5,3.1,1.1,0.2
7087,5.5,3.4,1.3,0.2
7088,4.8,3,1.5,0.3
7089,4.4,3,1.1,0.3
7090,5.2,3.2,1.4,0.2
7091,5.1,3.5,1.2,0.3
7092,4.4,2.1,1.3,0.4
7093,4.4,3.2,1.4,0.2
7094,4.9,3.5,1.6,0.7
7095,5.1,3.7,1.9,0.4
7096,4.7,3.1,1.3,0.4
7097,5.1,3.8,1.5,0.2
7098,4.6,3.3,1.4,0.4
7099,5.2,3.7,1.5,0.1
7100,4.9,3.3,1.3,0.1
7101,6.9,3.2,4.6,1.4
7102,6.3,3.1,4.5,1.5
7103,6.8,3.1,4.9,1.7
7104,5.6,2.4,4,1.2
7105,6.5,2.7,4.5,1.6
7106,5.6,2.8,4.6,1.3
7107,6.4,3.3,4.5,1.7
7108,4.9,2.5,3.2,1
7109,6.5,2.8,4.5,1.3
7110,5.1,2.7,4,1.6
7111,4.8,1.9,3.5,1.1
7112,5.9,3.1,4,1.6
7113,5.9,2.2,4,1
7114,6,2.8,4.6,1.5
7115,5.5,2.8,3.5,1.3
7116,6.7,3.1,4.3,1.4
7117,5.4,3,4.4,1.4
7118,5.8,2.7,4.1,0.9
7119,6.3,2.2,4.4,1.5
7120,5.5,2.3,3.9,1
7121,5.9,3.1,4.6,1.8
7122,6,2.7,3.8,1.4
7123,6.3,2.5,4.9,1.5
7124,6,2.7,4.6,1.3
7125,6.3,2.9,4.2,1.3
7126,6.6,2.9,4.2,1.4
7127,6.8,2.7,4.7,1.4
7128,6.6,2.9,5.1,1.6
7129,6,2.9,4.4,1.6
7130,5.6,2.7,3.5,0.9
7131,5.4,2.4,3.6,1.2
7132,5.4,2.5,3.7,1
7133,5.6,2.7,3.9,1.3
7134,6,2.6,5.1,1.6
7135,5.2,2.9,4.6,1.7
7136,5.8,3.3,4.4,1.6
7137,6.8,3,4.6,1.6
7138,6.2,2.3,4.4,1.4
7139,5.7,2.9,4.1,1.2
7140,5.4,2.4,4.1,1.4
7141,5.3,2.5,4.3,1.3
7142,6.2,3.1,4.4,1.3
7143,5.7,2.5,4,1.4
7144,4.9,2.2,3.4,1
7145,5.6,2.6,4.1,1.5
7146,5.6,3,4,1.3
7147,5.6,2.8,4.1,1.2
7148,6.1,2.8,4.1,1.3
7149,5.2,2.4,2.8,1.1
7150,5.7,2.7,4.1,1.3
7151,6.3,3.2,6.1,2.5
7152,5.7,2.7,4.9,1.9
7153,7,3,5.8,2.1
7154,6.2,2.9,5.5,1.7
7155,6.4,2.9,5.9,2.3
7156,7.6,3,6.6,2.3
7157,4.9,2.5,4.4,1.7
7158,7.4,2.8,6.3,1.7
7159,6.5,2.5,5.9,1.8
7160,7.1,3.4,6,2.5
7161,6.4,3.1,5.1,2.1
7162,6.4,2.8,5.2,1.9
7163,6.7,3.1,5.4,2.3
7164,5.6,2.5,5.1,2.1
7165,5.8,2.6,5.1,2.4
7166,6.2,3.2,5.1,2.4
7167,6.3,2.9,5.6,1.7
7168,7.7,3.7,6.7,2.4
7169,7.7,2.5,6.8,2.3
7170,6,2,5,1.5
7171,6.8,3.1,5.6,2.4
7172,5.6,2.7,5,2
7173,7.5,2.9,6.7,2
7174,6.3,2.6,4.9,1.7
7175,6.7,3.2,5.6,2
7176,7.1,3.2,5.9,1.8
7177,6,2.7,4.7,1.9
7178,6,2.9,4.8,2
7179,6.3,2.8,5.6,2.2
7180,7.2,2.9,5.8,1.5
7181,7.4,2.8,6,1.8
7182,7.9,3.7,6.4,2.1
7183,6.2,2.9,5.5,2.2
7184,6.3,2.7,5,1.6
7185,6,2.5,5.5,1.4
7186,7.8,2.8,6,2.3
7187,6.2,3.4,5.6,2.5
7188,6.3,3.1,5.4,1.9
7189,6,2.9,4.8,1.8
7190,6.9,3.1,5.4,2.1
7191,6.6,2.9,5.6,2.4
7192,6.8,3,5.2,2.4
7193,5.6,2.8,5.1,1.9
7194,6.7,3,6,2.5
7195,6.7,3.3,5.7,2.7
7196,6.7,2.9,5.1,2.4
7197,6.2,2.4,4.9,2
7198,6.4,2.9,5.2,2.1
7199,6.2,3.3,5.4,2.4
7200,5.8,3.1,5.1,1.8
7201,5,3.4,1.4,0.2
7202,5,2.9,1.4,0.2
7203,4.6,3.3,1.2,0.4
7204,4.5,2.9,1.5,0.2
7205,4.9,3.6,1.3,0.3
7206,5.3,3.8,1.5,0.3
7207,4.7,3.4,1.5,0.3
7208,5.1,3.4,1.4,0.2
7209,4.2,2.9,1.4,0.3
7210,4.7,3.1,1.5,0.2
7211,5.4,3.6,1.6,0.2
7212,4.6,3.3,1.6,0.3
7213,4.8,3,1.3,0.1
7214,4.2,2.9,1.1,0.2
7215,5.7,3.8,1.2,0.2
7216,5.7,4.4,1.4,0.4
7217,5.3,3.9,1.3,0.5
7218,4.9,3.4,1.3,0.4
7219,5.7,3.9,1.7,0.5
7220,5,3.7,1.5,0.2
7221,5.5,3.4,1.6,0.2
7222,5.1,3.6,1.5,0.4
7223,4.5,3.5,1,0.4
7224,5.1,3.2,1.7,0.6
7225,4.7,3.4,1.8,0.1
7226,4.8,3.1,1.6,0.3
7227,5,3.2,1.7,0.4
7228,5.2,3.4,1.4,0.2
7229,5.1,3.3,1.3,0.1
7230,4.6,3.2,1.5,0.4
7231,4.7,2.9,1.5,0.3
7232,5.2,3.3,1.4,0.5
7233,5.1,4.1,1.3,0.1
7234,5.5,4.1,1.3,0.3
7235,4.9,3,1.5,0.1
7236,4.9,3.2,1.1,0.2
7237,5.4,3.5,1.2,0.3
7238,4.8,3,1.4,0.2
7239,4.4,2.9,1.3,0.3
7240,5.1,3.2,1.4,0.3
7241,5,3.4,1.3,0.3
7242,4.6,2.2,1.3,0.4
7243,4.3,3.2,1.2,0.1
7244,5,3.5,1.7,0.6
7245,5,3.7,1.9,0.4
7246,4.6,2.9,1.3,0.4
7247,5,3.8,1.6,0.3
7248,4.6,3.2,1.3,0.2
7249,5.4,3.7,1.4,0.2
7250,5,3.1,1.3,0.2
7251,6.9,3.1,4.7,1.4
7252,6.3,3,4.5,1.5
7253,6.8,3.1,4.8,1.5
7254,5.5,2.3,3.9,1.3
7255,6.5,2.7,4.6,1.5
7256,5.6,2.7,4.5,1.3
7257,6.1,3.2,4.6,1.7
7258,5,2.3,3.1,1.1
7259,6.5,2.8,4.5,1.4
7260,5.3,2.6,3.9,1.4
7261,4.9,1.9,3.5,1.1
7262,5.8,3.1,4.3,1.6
7263,5.9,2.1,3.9,1.2
7264,6,2.8,4.7,1.4
7265,5.7,2.9,3.6,1.3
7266,6.7,3,4.3,1.5
7267,5.4,3.1,4.5,1.6
7268,5.7,2.8,4,1.1
7269,6.1,2.2,4.3,1.6
7270,5.5,2.4,4,1.1
7271,5.7,3.3,4.7,1.8
7272,6.1,2.8,3.9,1.3
7273,6.3,2.4,4.9,1.5
7274,6,2.8,4.8,1.4
7275,6.2,2.8,4.4,1.5
7276,6.5,2.8,4.4,1.4
7277,6.8,2.7,4.9,1.4
7278,6.7,3,5,1.7
7279,5.9,2.8,4.4,1.6
7280,5.7,2.6,3.5,1.1
7281,5.5,2.5,3.8,1.2
7282,5.5,2.3,3.8,1.2
7283,5.6,2.5,3.8,1.3
7284,5.9,2.7,5.1,1.8
7285,5.3,3,4.6,1.7
7286,6,3.3,4.5,1.8
7287,6.7,3,4.6,1.6
7288,6.4,2.2,4.4,1.2
7289,5.5,3,4,1.3
7290,5.5,2.5,3.9,1.4
7291,5.4,2.5,4.4,1.3
7292,6,3,4.6,1.5
7293,5.7,2.4,3.8,1.2
7294,4.9,2.3,3.3,1
7295,5.4,2.7,4,1.3
7296,5.7,2.9,4.1,1.2
7297,5.6,2.9,4,1.4
7298,6.2,2.8,4.2,1.5
7299,5,2.4,3,1.2
7300,5.7,2.7,4.1,1.4
7301,6.3,3.2,5.9,2.5
7302,5.8,2.8,4.9,1.9
7303,7.1,2.9,6,2.2
7304,6.3,2.7,5.6,1.8
7305,6.5,3,5.8,2.3
7306,7.4,3,6.5,2.1
7307,4.8,2.3,4.5,1.7
7308,7.2,2.8,6.4,1.8
7309,6.8,2.5,5.7,2
7310,7.1,3.6,6.1,2.6
7311,6.6,3.2,5.2,1.9
7312,6.4,2.7,5.3,2
7313,6.7,3,5.6,2.2
7314,5.6,2.5,4.9,2.1
7315,5.8,2.7,5,2.5
7316,6.3,3.2,5.3,2.3
7317,6.5,2.9,5.5,1.9
7318,7.6,3.7,6.7,2.4
7319,7.5,2.6,6.9,2.3
7320,6,2,5.1,1.6
7321,6.8,3.2,5.6,2.3
7322,5.6,2.7,5,2.1
7323,7.7,2.6,6.7,2
7324,6.2,2.7,4.7,1.7
7325,6.6,3.2,5.5,2.2
7326,7.1,3,6,1.8
7327,6.2,2.9,4.7,1.8
7328,6,3,5,1.7
7329,6.3,2.8,5.6,2.1
7330,7.2,3,5.8,1.5
7331,7.3,2.6,6.1,1.8
7332,7.8,3.8,6.3,2.2
7333,6.5,2.8,5.5,2.2
7334,6.2,2.8,5.1,1.4
7335,6.1,2.5,5.6,1.5
7336,7.6,2.9,6.1,2.3
7337,6.2,3.3,5.5,2.5
7338,6.4,3,5.4,1.9
7339,5.9,2.9,4.8,1.8
7340,6.8,3,5.4,2
7341,6.7,3.1,5.4,2.4
7342,6.8,3,5.1,2.4
7343,5.8,2.6,5.1,2
7344,6.8,3.2,5.8,2.3
7345,6.6,3.2,5.7,2.6
7346,6.6,2.9,5.1,2.4
7347,6.2,2.4,4.9,1.9
7348,6.6,2.9,5.1,2
7349,6.1,3.3,5.2,2.3
7350,5.8,3,5.2,1.9
7351,5.1,3.3,1.5,0.2
7352,4.8,2.9,1.3,0.2
7353,4.7,3.2,1.3,0.2
7354,4.5,3.2,1.6,0.2
7355,5,3.4,1.3,0.1
7356,5.3,3.9,1.6,0.5
7357,4.7,3.3,1.2,0.4
7358,4.9,3.3,1.4,0.2
7359,4.4,2.8,1.5,0.2
7360,4.8,3,1.4,0.2
7361,5.3,3.6,1.5,0.3
7362,4.7,3.3,1.5,0.2
7363,4.8,2.8,1.3,0.1
7364,4.3,2.9,1,0.2
7365,5.7,4,1.2,0.2
7366,5.6,4.4,1.5,0.4
7367,5.3,3.9,1.2,0.4
7368,5.2,3.3,1.3,0.4
7369,5.6,3.8,1.6,0.3
7370,5.1,3.9,1.5,0.3
7371,5.5,3.4,1.8,0.2
7372,5,3.7,1.6,0.4
7373,4.5,3.5,0.9,0.3
7374,5.1,3.3,1.7,0.5
7375,4.7,3.3,1.8,0.2
7376,4.9,3,1.7,0.4
7377,5,3.2,1.5,0.5
7378,5.2,3.5,1.4,0.3
7379,5.2,3.4,1.3,0.4
7380,4.6,3.1,1.5,0.3
7381,4.6,3,1.6,0.4
7382,5.3,3.3,1.4,0.4
7383,5.1,4,1.4,0.1
7384,5.4,4.1,1.3,0.2
7385,4.9,3.1,1.4,0.2
7386,5,3.2,1.1,0.3
7387,5.5,3.5,1.4,0.3
7388,4.8,3.1,1.5,0.1
7389,4.4,2.9,1.3,0.3
7390,5.1,3.3,1.3,0.3
7391,4.9,3.3,1.2,0.5
7392,4.3,2.2,1.3,0.5
7393,4.3,3.1,1.3,0.2
7394,4.9,3.6,1.6,0.7
7395,5,3.8,1.8,0.5
7396,4.9,2.9,1.4,0.4
7397,5,3.7,1.5,0.2
7398,4.5,3,1.4,0.2
7399,5.2,3.7,1.6,0.2
7400,4.8,3.2,1.4,0.2
7401,7.1,3.2,4.7,1.3
7402,6.4,3,4.4,1.6
7403,6.8,2.9,4.9,1.6
7404,5.4,2.1,3.8,1.4
7405,6.4,2.8,4.5,1.5
7406,5.5,2.7,4.5,1.5
7407,6.1,3.3,4.6,1.7
7408,4.9,2.2,3.4,1.1
7409,6.7,2.7,4.6,1.3
7410,5.2,2.7,3.9,1.5
7411,5,1.9,3.5,1.1
7412,5.9,3,4.2,1.6
7413,5.9,2.1,4.1,1
7414,6.1,2.8,4.7,1.4
7415,5.4,2.8,3.6,1.5
7416,6.6,3.1,4.4,1.5
7417,5.6,3,4.6,1.6
7418,5.9,2.6,4.1,0.9
7419,6.1,2,4.5,1.6
7420,5.4,2.5,3.9,1
7421,6,3.2,4.8,1.8
7422,6.2,2.8,4,1.3
7423,6.2,2.4,4.9,1.4
7424,6.1,2.7,4.6,1.3
7425,6.3,2.7,4.1,1.3
7426,6.6,3,4.4,1.6
7427,6.9,2.8,4.9,1.5
7428,6.6,3,5,1.9
7429,6.1,2.9,4.4,1.5
7430,5.7,2.7,3.4,1.1
7431,5.4,2.3,3.8,1
7432,5.5,2.3,3.8,1.1
7433,5.8,2.7,3.8,1.2
7434,6,2.6,4.9,1.7
7435,5.4,3,4.4,1.7
7436,5.9,3.4,4.5,1.7
7437,6.6,3.1,4.8,1.7
7438,6.3,2.4,4.3,1.2
7439,5.6,2.8,4.1,1.4
7440,5.4,2.6,4,1.3
7441,5.3,2.6,4.4,1.2
7442,6.1,2.9,4.5,1.4
7443,5.8,2.6,4,1.1
7444,5,2.2,3.2,1
7445,5.6,2.7,4.1,1.4
7446,5.6,3.1,4.2,1.2
7447,5.6,2.9,4.1,1.4
7448,6.1,2.8,4.3,1.4
7449,5.2,2.5,2.9,1.2
7450,5.7,2.7,4.1,1.4
7451,6.4,3.2,6.1,2.5
7452,5.7,2.6,5,2
7453,7,3,5.9,2.2
7454,6.2,2.9,5.6,1.8
7455,6.4,3,5.9,2.3
7456,7.6,3,6.7,2.2
7457,4.9,2.5,4.4,1.7
7458,7.2,2.9,6.1,1.9
7459,6.6,2.5,5.9,1.9
7460,7.1,3.4,6,2.6
7461,6.5,3,5.1,2
7462,6.3,2.6,5.2,1.9
7463,6.8,2.9,5.4,2.2
7464,5.8,2.4,5,1.9
7465,5.7,2.9,5.1,2.5
7466,6.3,3.1,5.2,2.3
7467,6.6,2.8,5.4,1.9
7468,7.6,3.7,6.7,2.4
7469,7.8,2.7,6.9,2.4
7470,6,2.3,5,1.6
7471,7,3.1,5.8,2.3
7472,5.5,2.8,4.9,2.1
7473,7.6,2.8,6.8,2
7474,6.3,2.8,4.9,1.8
7475,6.7,3.2,5.7,2.1
7476,7.1,3.2,6.1,2
7477,6.3,2.7,4.8,1.8
7478,6,3,4.8,1.8
7479,6.3,2.8,5.6,2.1
7480,7.1,2.9,5.8,1.5
7481,7.4,2.8,6.1,2
7482,8,3.9,6.4,2
7483,6.4,2.7,5.5,2.2
7484,6.1,2.7,5.1,1.6
7485,6.1,2.6,5.5,1.4
7486,7.7,3,6,2.3
7487,6.3,3.3,5.5,2.4
7488,6.3,3,5.5,1.9
7489,5.9,2.9,4.8,1.9
7490,6.9,3.2,5.3,2.3
7491,6.6,3.1,5.5,2.5
7492,6.8,3,5,2.3
7493,5.8,2.7,5,2
7494,6.7,3.1,5.9,2.3
7495,6.6,3.2,5.6,2.7
7496,6.6,2.9,5.2,2.4
7497,6.1,2.6,4.9,1.8
7498,6.3,2.9,5.2,2
7499,6.2,3.2,5.3,2.4
7500,5.8,3,5,1.7
7501,5.1,3.5,1.3,0.3
7502,4.9,2.9,1.2,0.3
7503,4.7,3,1.2,0.3
7504,4.7,3,1.4,0.3
7505,4.9,3.5,1.5,0.3
7506,5.4,3.8,1.6,0.4
7507,4.5,3.4,1.4,0.4
7508,5,3.5,1.4,0.3
7509,4.3,2.9,1.4,0.3
7510,5,2.9,1.4,0.1
7511,5.4,3.8,1.4,0.4
7512,4.7,3.2,1.7,0.2
7513,4.9,3,1.3,0.1
7514,4.3,2.9,1.1,0.1
7515,5.7,4,1,0.3
7516,5.6,4.4,1.5,0.4
7517,5.2,3.8,1.2,0.3
7518,5,3.4,1.4,0.3
7519,5.6,3.8,1.7,0.5
7520,5,3.8,1.5,0.3
7521,5.3,3.4,1.7,0.3
7522,5.1,3.8,1.5,0.5
7523,4.6,3.4,0.9,0.3
7524,5,3.2,1.7,0.6
7525,4.7,3.3,1.8,0.2
7526,4.9,2.9,1.6,0.2
7527,4.9,3.3,1.5,0.4
7528,5.1,3.5,1.4,0.2
7529,5.1,3.4,1.3,0.1
7530,4.7,3,1.5,0.3
7531,4.8,3,1.5,0.2
7532,5.4,3.4,1.4,0.5
7533,5.3,4.1,1.5,0.2
7534,5.4,4.2,1.2,0.3
7535,4.9,3,1.6,0.1
7536,4.9,3.1,1.1,0.3
7537,5.6,3.6,1.3,0.4
7538,4.8,3.2,1.5,0.2
7539,4.4,3,1.2,0.3
7540,5,3.5,1.4,0.2
7541,5,3.3,1.2,0.3
7542,4.4,2.2,1.2,0.3
7543,4.3,3.1,1.2,0.2
7544,5.1,3.4,1.5,0.6
7545,5.1,3.8,1.9,0.4
7546,4.7,3,1.5,0.4
7547,5,3.8,1.6,0.2
7548,4.6,3.2,1.2,0.2
7549,5.2,3.6,1.4,0.3
7550,5,3.3,1.2,0.2
7551,7,3.1,4.7,1.5
